carat,color,clarity,cut,price
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.96,J,VS1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,GOOD,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.9,I,SI1,IDEAL,1970.00
0.9,I,SI1,VERY GOOD,1970.00
0.92,I,VS2,SUPER IDEAL,1970.00
0.72,D,VS1,IDEAL,1970.00
0.88,I,VS2,VERY GOOD,1980.00
0.92,J,VVS2,IDEAL,1980.00
0.7,F,VS1,IDEAL,1990.00
0.93,I,VS2,IDEAL,1990.00
0.93,I,VS2,IDEAL,1990.00
0.93,I,VS2,IDEAL,1990.00
0.93,I,VS2,IDEAL,1990.00
0.92,I,SI1,IDEAL,1990.00
0.92,I,SI1,IDEAL,1990.00
0.9,J,SI1,SUPER IDEAL,1990.00
0.7,F,VS1,IDEAL,1990.00
0.9,J,SI1,SUPER IDEAL,1990.00
0.9,J,SI1,IDEAL,1990.00
0.9,J,SI1,SUPER IDEAL,1990.00
0.9,J,SI1,IDEAL,1990.00
0.9,J,SI1,IDEAL,1990.00
0.9,J,SI1,IDEAL,1990.00
0.9,J,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,VERY GOOD,1990.00
0.91,I,SI1,VERY GOOD,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,VERY GOOD,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,VERY GOOD,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,VERY GOOD,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,VERY GOOD,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,VERY GOOD,1990.00
0.91,I,SI1,VERY GOOD,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.91,I,SI1,IDEAL,1990.00
0.7,F,VS1,VERY GOOD,2000.00
0.94,I,VS2,IDEAL,2010.00
0.93,I,SI1,IDEAL,2010.00
0.93,I,SI1,IDEAL,2010.00
0.92,I,SI1,IDEAL,2010.00
0.92,I,SI1,IDEAL,2010.00
0.94,J,VVS2,IDEAL,2010.00
0.92,I,SI1,VERY GOOD,2010.00
0.92,I,SI1,VERY GOOD,2010.00
0.92,I,SI1,IDEAL,2010.00
0.92,I,SI1,VERY GOOD,2010.00
0.92,I,SI1,IDEAL,2010.00
0.92,I,SI1,IDEAL,2010.00
0.92,I,SI1,IDEAL,2010.00
0.92,I,SI1,IDEAL,2010.00
0.92,I,SI1,IDEAL,2010.00
0.92,I,SI1,IDEAL,2010.00
0.92,I,SI1,IDEAL,2010.00
0.92,I,SI1,IDEAL,2010.00
0.92,I,SI1,VERY GOOD,2010.00
0.92,I,SI1,IDEAL,2010.00
0.88,I,VS1,IDEAL,2020.00
0.91,J,VVS1,IDEAL,2020.00
0.93,I,SI1,IDEAL,2020.00
0.93,I,SI1,IDEAL,2020.00
0.93,I,SI1,IDEAL,2020.00
0.95,J,VVS2,IDEAL,2020.00
0.93,I,SI1,IDEAL,2020.00
0.93,I,SI1,IDEAL,2020.00
0.93,I,SI1,VERY GOOD,2020.00
0.93,I,SI1,IDEAL,2020.00
0.93,I,SI1,IDEAL,2020.00
0.93,I,SI1,IDEAL,2020.00
0.93,I,SI1,IDEAL,2020.00
0.93,I,SI1,IDEAL,2020.00
0.93,I,SI1,IDEAL,2020.00
0.91,J,VVS1,IDEAL,2020.00
0.94,I,SI1,IDEAL,2040.00
0.9,I,VS1,IDEAL,2040.00
0.9,I,VS1,IDEAL,2040.00
0.9,I,VS1,IDEAL,2040.00
0.9,I,VS1,VERY GOOD,2040.00
0.82,G,VS2,IDEAL,2040.00
0.92,J,SI1,IDEAL,2040.00
0.92,J,SI1,IDEAL,2040.00
0.7,D,VVS2,VERY GOOD,2040.00
0.75,G,VVS2,IDEAL,2050.00
0.94,I,SI1,VERY GOOD,2050.00
0.94,I,SI1,VERY GOOD,2050.00
0.94,I,SI1,IDEAL,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,GOOD,2050.00
0.94,I,SI1,IDEAL,2050.00
0.94,I,SI1,IDEAL,2050.00
0.94,I,SI1,VERY GOOD,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,IDEAL,2050.00
0.94,I,SI1,IDEAL,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,VERY GOOD,2050.00
0.94,I,SI1,IDEAL,2050.00
1,J,SI2,GOOD,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,IDEAL,2050.00
0.94,I,SI1,VERY GOOD,2050.00
0.94,I,SI1,IDEAL,2050.00
0.94,I,SI1,IDEAL,2050.00
0.94,I,SI1,IDEAL,2050.00
1,J,SI2,VERY GOOD,2050.00
0.94,I,SI1,IDEAL,2050.00
1,J,SI2,VERY GOOD,2050.00
0.94,I,SI1,VERY GOOD,2050.00
1,J,SI2,VERY GOOD,2050.00
0.94,I,SI1,IDEAL,2050.00
0.94,I,SI1,IDEAL,2050.00
0.94,I,SI1,IDEAL,2050.00
1,J,SI2,GOOD,2050.00
0.94,I,SI1,IDEAL,2050.00
0.94,I,SI1,VERY GOOD,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,VERY GOOD,2050.00
1,J,SI2,IDEAL,2050.00
0.94,I,SI1,VERY GOOD,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,IDEAL,2050.00
1,J,SI2,IDEAL,2050.00
0.7,F,VS1,SUPER IDEAL,2050.00
0.91,I,VS1,IDEAL,2060.00
0.91,I,VS1,IDEAL,2060.00
0.9,J,SI1,VERY GOOD,2060.00
0.71,H,VVS1,IDEAL,2060.00
0.91,J,SI1,IDEAL,2060.00
0.92,J,SI2,VERY GOOD,2060.00
0.43,D,SI1,IDEAL,2060.00
0.82,E,VS2,VERY GOOD,2070.00
1.01,J,SI2,VERY GOOD,2070.00
1.01,J,SI2,IDEAL,2070.00
1.01,J,SI2,VERY GOOD,2070.00
1.01,J,SI2,VERY GOOD,2070.00
1.01,J,SI2,IDEAL,2070.00
0.95,I,SI1,IDEAL,2070.00
0.95,I,SI1,VERY GOOD,2070.00
0.95,I,SI1,IDEAL,2070.00
1.01,J,SI2,IDEAL,2070.00
1.01,J,SI2,VERY GOOD,2070.00
0.95,I,SI1,IDEAL,2070.00
1.01,J,SI2,IDEAL,2070.00
0.95,I,SI1,VERY GOOD,2070.00
1.01,J,SI2,IDEAL,2070.00
0.96,I,SI1,IDEAL,2070.00
0.9,J,VS2,IDEAL,2080.00
0.9,J,VS2,IDEAL,2080.00
0.9,J,VS2,IDEAL,2080.00
0.9,J,VS2,IDEAL,2080.00
0.9,J,VS2,VERY GOOD,2080.00
0.9,J,VS2,IDEAL,2080.00
0.9,J,VS2,IDEAL,2080.00
0.9,J,VS2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
0.96,I,SI1,IDEAL,2080.00
0.9,I,VS2,GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
1.02,J,SI2,VERY GOOD,2080.00
0.9,I,VS2,VERY GOOD,2080.00
1.02,J,SI2,VERY GOOD,2080.00
0.9,I,VS2,VERY GOOD,2080.00
1.02,J,SI2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
1.02,J,SI2,VERY GOOD,2080.00
1.02,J,SI2,IDEAL,2080.00
1.02,J,SI2,VERY GOOD,2080.00
1.02,J,SI2,IDEAL,2080.00
1.02,J,SI2,VERY GOOD,2080.00
0.9,I,VS2,VERY GOOD,2080.00
1.02,J,SI2,VERY GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,VERY GOOD,2080.00
1.02,J,SI2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,VERY GOOD,2080.00
1.02,J,SI2,VERY GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
1.02,J,SI2,VERY GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.96,I,SI1,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.96,I,SI1,IDEAL,2080.00
0.9,I,VS2,GOOD,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
0.9,I,VS2,VERY GOOD,2080.00
0.9,I,VS2,IDEAL,2080.00
1.02,J,SI2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
1.02,J,SI2,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.96,I,SI1,IDEAL,2080.00
0.9,I,VS2,IDEAL,2080.00
0.91,G,SI1,VERY GOOD,2100.00
0.91,J,VS1,VERY GOOD,2100.00
0.91,J,VS2,IDEAL,2100.00
0.91,J,VS2,IDEAL,2100.00
0.91,I,VS2,IDEAL,2100.00
0.91,I,VS2,IDEAL,2100.00
0.91,I,VS2,IDEAL,2100.00
0.91,I,VS2,IDEAL,2100.00
0.91,I,VS2,IDEAL,2100.00
1.03,J,SI2,IDEAL,2100.00
1.03,J,SI2,VERY GOOD,2100.00
1.03,J,SI2,VERY GOOD,2100.00
1.03,J,SI2,IDEAL,2100.00
1.03,J,SI2,IDEAL,2100.00
1.03,J,SI2,VERY GOOD,2100.00
0.91,I,VS2,VERY GOOD,2100.00
1.03,J,SI2,IDEAL,2100.00
0.97,I,SI1,IDEAL,2100.00
1.03,J,SI2,VERY GOOD,2100.00
1.03,J,SI2,VERY GOOD,2100.00
0.91,I,VS2,IDEAL,2100.00
0.91,I,VS2,IDEAL,2100.00
0.91,I,VS2,VERY GOOD,2100.00
0.91,I,VS2,IDEAL,2100.00
0.91,I,VS2,IDEAL,2100.00
0.91,I,VS2,VERY GOOD,2100.00
0.97,I,SI1,VERY GOOD,2100.00
0.91,I,VS2,IDEAL,2100.00
0.91,I,VS2,IDEAL,2100.00
0.97,I,SI1,IDEAL,2100.00
0.91,I,VS2,IDEAL,2100.00
0.91,I,VS2,VERY GOOD,2100.00
0.91,I,VS2,VERY GOOD,2100.00
0.89,H,VS1,IDEAL,2100.00
0.94,I,VS1,IDEAL,2110.00
0.96,J,SI1,IDEAL,2110.00
0.9,H,SI1,VERY GOOD,2110.00
0.92,I,VS2,IDEAL,2110.00
0.9,H,SI1,IDEAL,2110.00
0.9,H,SI1,VERY GOOD,2110.00
0.92,I,VS2,IDEAL,2110.00
0.9,H,SI1,IDEAL,2110.00
0.9,H,SI1,IDEAL,2110.00
0.92,I,VS2,IDEAL,2110.00
0.9,H,SI1,GOOD,2110.00
0.9,H,SI1,IDEAL,2110.00
0.92,I,VS2,IDEAL,2110.00
0.9,H,SI1,VERY GOOD,2110.00
0.92,I,VS2,VERY GOOD,2110.00
0.9,H,SI1,IDEAL,2110.00
0.9,H,SI1,IDEAL,2110.00
0.9,H,SI1,IDEAL,2110.00
0.92,I,VS2,IDEAL,2110.00
0.92,I,VS2,IDEAL,2110.00
0.9,H,SI1,IDEAL,2110.00
0.9,H,SI1,VERY GOOD,2110.00
0.9,H,SI1,IDEAL,2110.00
0.9,H,SI1,VERY GOOD,2110.00
0.9,H,SI1,IDEAL,2110.00
0.9,H,SI1,IDEAL,2110.00
0.9,H,SI1,VERY GOOD,2110.00
0.92,I,VS2,VERY GOOD,2110.00
0.9,H,SI1,VERY GOOD,2110.00
0.9,H,SI1,IDEAL,2110.00
0.92,I,VS2,VERY GOOD,2110.00
0.9,H,SI1,IDEAL,2110.00
0.92,I,VS2,IDEAL,2110.00
0.9,H,SI1,VERY GOOD,2110.00
0.9,H,SI1,IDEAL,2110.00
0.9,H,SI1,IDEAL,2110.00
0.9,H,SI1,IDEAL,2110.00
0.9,H,SI1,VERY GOOD,2110.00
0.92,J,VS2,SUPER IDEAL,2120.00
0.92,J,VS2,IDEAL,2120.00
0.92,J,VS2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1.04,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1.04,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1.04,J,SI2,IDEAL,2120.00
1.04,J,SI2,VERY GOOD,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1.04,J,SI2,VERY GOOD,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
0.98,I,SI1,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1.04,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
0.98,I,SI1,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
1,J,SI2,IDEAL,2120.00
0.78,F,VVS2,IDEAL,2120.00
0.93,J,VS2,IDEAL,2130.00
0.93,I,VS2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
0.91,H,SI1,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.05,J,SI2,IDEAL,2130.00
0.91,H,SI1,IDEAL,2130.00
0.91,H,SI1,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
0.93,I,VS2,IDEAL,2130.00
0.91,H,SI1,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
0.91,H,SI1,IDEAL,2130.00
0.91,H,SI1,IDEAL,2130.00
0.91,H,SI1,IDEAL,2130.00
0.93,I,VS2,IDEAL,2130.00
0.93,I,VS2,IDEAL,2130.00
0.93,I,VS2,IDEAL,2130.00
0.91,H,SI1,IDEAL,2130.00
0.93,I,VS2,VERY GOOD,2130.00
0.91,H,SI1,IDEAL,2130.00
0.99,I,SI1,IDEAL,2130.00
0.91,H,SI1,IDEAL,2130.00
0.91,H,SI1,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
0.93,I,VS2,IDEAL,2130.00
0.91,H,SI1,IDEAL,2130.00
0.91,H,SI1,IDEAL,2130.00
0.93,I,VS2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.05,J,SI2,IDEAL,2130.00
1.05,J,SI2,IDEAL,2130.00
1.05,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
0.99,I,SI1,VERY GOOD,2130.00
0.93,I,VS2,IDEAL,2130.00
1.01,J,SI2,IDEAL,2130.00
1.1,J,SI2,SUPER IDEAL,2150.00
0.93,J,VS2,IDEAL,2150.00
0.93,J,VS2,IDEAL,2150.00
0.9,E,SI2,GOOD,2150.00
0.91,I,VVS2,IDEAL,2160.00
0.9,J,VVS2,VERY GOOD,2160.00
1.02,J,SI2,IDEAL,2160.00
0.92,H,SI1,IDEAL,2160.00
0.92,H,SI1,IDEAL,2160.00
0.92,H,SI1,IDEAL,2160.00
1.02,J,SI2,IDEAL,2160.00
1.06,J,SI2,VERY GOOD,2160.00
1.02,J,SI2,IDEAL,2160.00
1.02,J,SI2,IDEAL,2160.00
1.02,J,SI2,IDEAL,2160.00
1.02,J,SI2,IDEAL,2160.00
0.94,I,VS2,VERY GOOD,2160.00
1.02,J,SI2,IDEAL,2160.00
1.02,J,SI2,IDEAL,2160.00
0.94,I,VS2,IDEAL,2160.00
1.02,J,SI2,IDEAL,2160.00
0.92,H,SI1,IDEAL,2160.00
1.02,J,SI2,IDEAL,2160.00
0.94,I,VS2,IDEAL,2160.00
0.92,H,SI1,IDEAL,2160.00
1.02,J,SI2,IDEAL,2160.00
1.02,J,SI2,IDEAL,2160.00
0.94,I,VS2,IDEAL,2160.00
1.06,J,SI2,IDEAL,2160.00
1.02,J,SI2,IDEAL,2160.00
1.02,J,SI2,IDEAL,2160.00
1.11,J,SI2,SUPER IDEAL,2170.00
1.11,J,SI2,SUPER IDEAL,2170.00
1.11,J,SI2,SUPER IDEAL,2170.00
1.11,J,SI2,SUPER IDEAL,2170.00
1.07,J,SI2,VERY GOOD,2170.00
1.07,J,SI2,IDEAL,2170.00
0.93,H,SI1,IDEAL,2170.00
1.07,J,SI2,VERY GOOD,2170.00
0.93,H,SI1,IDEAL,2170.00
1.06,J,SI2,SUPER IDEAL,2170.00
1,J,SI1,VERY GOOD,2170.00
0.9,I,VVS2,VERY GOOD,2180.00
1.03,J,SI2,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
1.03,J,SI2,IDEAL,2180.00
0.95,I,VS2,IDEAL,2180.00
0.9,I,VS1,VERY GOOD,2180.00
1.03,J,SI2,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
1.03,J,SI2,IDEAL,2180.00
1.03,J,SI2,IDEAL,2180.00
1.03,J,SI2,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
1.03,J,SI2,IDEAL,2180.00
1.03,J,SI2,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
1.03,J,SI2,IDEAL,2180.00
1.03,J,SI2,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
0.95,I,VS2,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
0.9,I,VS1,VERY GOOD,2180.00
0.9,I,VS1,VERY GOOD,2180.00
0.9,I,VS1,IDEAL,2180.00
0.95,I,VS2,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
0.9,I,VS1,IDEAL,2180.00
1.03,J,SI2,IDEAL,2180.00
1.03,J,SI2,IDEAL,2180.00
0.8,G,VVS2,IDEAL,2180.00
1.07,J,SI2,SUPER IDEAL,2180.00
1.07,J,SI2,SUPER IDEAL,2180.00
0.72,G,VVS2,VERY GOOD,2190.00
0.96,I,VS2,IDEAL,2190.00
0.96,I,VS2,IDEAL,2190.00
0.96,I,VS2,VERY GOOD,2190.00
1.04,J,SI2,IDEAL,2190.00
1.04,J,SI2,IDEAL,2190.00
1.04,J,SI2,IDEAL,2190.00
1.04,J,SI2,IDEAL,2190.00
1.04,J,SI2,IDEAL,2190.00
0.96,I,VS2,IDEAL,2190.00
0.94,H,SI1,IDEAL,2190.00
0.96,I,VS2,IDEAL,2190.00
1.04,J,SI2,IDEAL,2190.00
1.08,J,SI2,VERY GOOD,2190.00
0.94,H,SI1,IDEAL,2190.00
1.04,J,SI2,IDEAL,2190.00
0.9,J,SI1,SUPER IDEAL,2200.00
0.9,J,SI1,SUPER IDEAL,2200.00
1.09,J,SI2,IDEAL,2200.00
0.91,I,VS1,IDEAL,2200.00
0.91,I,VS1,IDEAL,2200.00
0.91,I,VS1,VERY GOOD,2200.00
1.09,J,SI2,IDEAL,2200.00
0.91,I,VS1,VERY GOOD,2200.00
0.91,I,VS1,IDEAL,2200.00
0.91,I,VS1,IDEAL,2200.00
0.91,I,VS1,IDEAL,2200.00
0.91,I,VS1,IDEAL,2200.00
0.91,I,VS1,IDEAL,2200.00
1.08,J,SI2,SUPER IDEAL,2200.00
1.02,J,SI1,SUPER IDEAL,2210.00
1.02,J,SI1,SUPER IDEAL,2210.00
0.7,G,VVS1,IDEAL,2210.00
1.05,J,SI2,IDEAL,2210.00
0.95,H,SI1,IDEAL,2210.00
1.05,J,SI2,IDEAL,2210.00
1.05,J,SI2,IDEAL,2210.00
1.05,J,SI2,IDEAL,2210.00
1.05,J,SI2,IDEAL,2210.00
0.95,H,SI1,IDEAL,2210.00
0.95,H,SI1,IDEAL,2210.00
1.05,J,SI2,IDEAL,2210.00
1.14,J,SI2,SUPER IDEAL,2220.00
